,Unnamed: 0,url,input_text,Entity1,Relationship,Entity2,Qualifiers,Entity2_cleaned,Qualifiers_cleaned,Entity1_cleaned
113,0,https://migri.fi/en/employers,"For more information, see the page Mobility notification for persons with ICT residence permit.","['Mobility', 'notification']",subclass of,"['residence', 'permit.']","['of', ['ICT']]",residence  permit.,of  ICT,Mobility  notification
114,0,https://migri.fi/en/asylum-in-finland,The applicant will be refused entry and sent to the Member State responsible for examining the application.,[],chairperson,[],"['start time', ['application.']]",,start time  application.,
115,0,https://migri.fi/en/asylum-in-finland,Either the Finnish Immigration Service or the police will serve the decision on the applicant.,['the'],located in the administrative territorial entity,[],"['located in the administrative territorial entity', []]",,located in the administrative territorial entity  ,the
116,0,https://migri.fi/en/what-are-the-grounds-for-asylum-,The criteria for asylum are defined in the Finnish law and international agreements that Finland has adopted.,['Finnish'],subclass of,['asylum'],"['of', ['Finland']]",asylum,of  Finland,Finnish
117,0,https://migri.fi/en/info-so,Macluumaad dheeraad ah: Asylum in Finland,['Macluumaad'],instance of,['Asylum'],"['of', ['Finland']]",Asylum,of  Finland,Macluumaad
118,0,https://migri.fi/en/lapsi-dari,(pdf) اطفال متقاضی حفاظت بین المللی,['(pdf)'],employer,[],"['start time', []]",,start time  ,(pdf)
119,0,https://migri.fi/en/lapsi-ru,"Ходатайство об убежище в Финляндии, дети без родителей (опекунов)","['убежище', 'в']",subclass of,[],"['of', ['родителей']]",,of  родителей,убежище  в
120,0,https://migri.fi/en/info-fr,Plus d’informations : Asylum in Finland (en anglais),['Plus'],instance of,['Asylum'],"['of', ['Finland']]",Asylum,of  Finland,Plus
121,0,https://migri.fi/en/info-ur,مزید معلومات: فن لینڈ میں سیاسی پناہ (انگریزی میں),[],position held,[],"['of', []]",,of  ,
122,0,https://migri.fi/en/info-ur,مزید معلومات: فن لینڈ میں سیاسی پناہ (انگریزی میں),[],position held,[],"['of', []]",,of  ,
123,0,https://migri.fi/en/living-in-a-reception-centre,"You and your family may be transferred to another reception centre if this is necessary because of your personal situation, reception centre operations or the processing of your asylum application.",['You'],instance of,['of'],"['start time', ['if']]",of,start time  if,You
124,0,https://migri.fi/en/representative-of-an-unaccompanied-minor-asylum-seeker,Other instructions for representatives are available only in Finnish and Swedish,['Other'],instance of,"['are', 'available']","['of', []]",are  available,of  ,Other
125,0,https://migri.fi/en/reception-allowance,"The basic component of the reception allowance is intended for clothing, minor health care costs, expenses on the use of local transport, and telephone costs, for example.",['The'],subclass of,"['for', 'clothing,']","['of', ['of']]",for  clothing ,of  of,The
126,0,https://migri.fi/en/reception-allowance,"If you apply for reception allowance and intend to travel outside Finland, inform your reception centre of your trip.","['reception', 'allowance']",subclass of,"['reception', 'centre']","['of', ['Finland,']]",reception  centre,of  Finland ,reception  allowance
127,0,https://migri.fi/en/reception-allowance,The spending allowance is intended for the child’s personal expenses.,"['spending', 'allowance']",subclass of,"['personal', 'expenses.']","['of', ['child’s']]",personal  expenses.,of  child’s,spending  allowance
128,0,https://migri.fi/en/reception-allowance,Monthly reception allowance and spending allowance in 2024,"['Monthly', 'reception', 'allowance']",subclass of,"['spending', 'allowance']","['start time', ['2024']]",spending  allowance,start time  2024,Monthly  reception  allowance
129,0,https://migri.fi/en/health-care,The reception centre where you are registered organises health care services for you.,['reception'],subclass of,['care'],"['subject has role', ['registered']]",care,subject has role  registered,reception
130,0,https://migri.fi/en/health-care,"When you move to a reception centre for the first time, you have the opportunity to undergo a health examination.","['reception', 'centre']",subclass of,['health'],"['series ordinal', ['first']]",health,series ordinal  first,reception  centre
131,0,https://migri.fi/en/social-services,You can contact your own reception centre or the reception centre’s social services and discuss your situation.,['You'],instance of,['social'],"['of', ['reception', 'centre’s']]",social,of  reception  centre’s,You
132,0,https://migri.fi/en/social-services,You can contact your own reception centre or the reception centre’s social services and discuss your situation.,"['reception', 'centre']",instance of,['social'],"['of', ['reception', 'centre’s']]",social,of  reception  centre’s,reception  centre
133,0,https://migri.fi/en/interpreting,"For example, information sessions organised by the reception centre will be interpreted into a language that you understand.","['reception', 'centre']",subclass of,['information'],"['of', ['you']]",information,of  you,reception  centre
134,0,https://migri.fi/en/work-and-study-activities,"Before your work and study activities begin, the reception centre will make a personal work and study activity plan with you.",['and'],instance of,"['study', 'activity', 'plan']","['of', ['personal', 'work']]",study  activity  plan,of  personal  work,and
135,0,https://migri.fi/en/asylum-seeker-s-right-to-work,"In the event that your asylum application is accepted, the decision will tell you about your right to work as based on your residence permit.",['asylum'],subclass of,"['work', 'as']","['of', ['to']]",work  as,of  to,asylum
136,0,https://migri.fi/en/asylum-seeker-s-right-to-work,Occupational safety and health authorities monitor the employer’s obligation to verify that a foreign employee has the right to work: Right to work – Occupational safety and health.,"['Occupational', 'safety']",subclass of,['employer’s'],"['of', ['foreign']]",employer’s,of  foreign,Occupational  safety
137,0,https://migri.fi/en/asylum-seeker-s-right-to-work,You need to apply for a residence permit for an entrepreneur even when you work as a light entrepreneur or freelancer.,['You'],award received,"['a', 'residence', 'permit']","['of', ['for']]",a  residence  permit,of  for,You
138,0,https://migri.fi/en/processing-of-asylum-applications,"After a police or a border control official has accepted your application and you have arrived in a reception centre, the Finnish Immigration Service takes responsibility for handling your application.",['After'],instance of,"['border', 'control']","['of', ['a']]",border  control,of  a,After
139,0,https://migri.fi/en/language-analysis,"An interpreter will not usually be present at the appointment, so please read these instructions carefully.","['usually', 'be']",subclass of,"['instructions', 'carefully.']","['of', ['these']]",instructions  carefully.,of  these,usually  be
140,0,https://migri.fi/en/language-analysis,"An interpreter will not usually be present at the appointment, so please read these instructions carefully.","['usually', 'be']",subclass of,['instructions'],"['of', []]",instructions,of  ,usually  be
141,0,https://migri.fi/en/working-holiday/en,No processing fee is collected due to the agreement on the abolition of visas concluded between Finland and New Zealand in 1973.,['Finland'],shares border with,"['New', 'Zealand']","['start time', ['1973.']]",New  Zealand,start time  1973.,Finland
142,0,https://migri.fi/en/mobility-notification-for-persons-with-ict-residence-permit,The Finnish Immigration Service will also inform the EU Member State that has granted the ICT residence permit and the host entity in that EU Member State about the objection to the mobility.,['The'],subclass of,['the'],"['of', ['the']]",the,of  the,The
143,0,https://migri.fi/en/athlete-coach-or-trainer,"Residence permit application for sports or coaching, OLE TY4",['application'],subclass of,[],"['of', []]",,of  ,application
144,0,https://migri.fi/en/au-pair/en,"You can, however, come from the same country as a member of your host family.",['You'],instance of,"['host', 'family.']","['of', ['country']]",host  family.,of  country,You
145,0,https://migri.fi/en/au-pair/en,You must have a private health and accident insurance covering all medical and pharmaceutical expenses in Finland without restrictions.,['You'],subclass of,['insurance'],"['of', ['Finland']]",insurance,of  Finland,You
146,0,https://migri.fi/en/au-pair/en,You have a written agreement with your host family on your au pair placement.,['You'],subclass of,['au'],"['of', ['family']]",au,of  family,You
147,0,https://migri.fi/en/au-pair/en,You can stay in Finland on an au pair status for a maximum of one year.,['You'],part of,"['au', 'pair']","['of', ['Finland']]",au  pair,of  Finland,You
148,0,https://migri.fi/en/volunteering,You can apply for this residence permit if you are coming to Finland to:,['You'],instance of,"['residence', 'permit']","['of', ['Finland']]",residence  permit,of  Finland,You
149,0,https://migri.fi/en/volunteering,The residence permit is issued as a temporary residence permit for a maximum of one year.,"['residence', 'permit']",subclass of,"['temporary', 'residence', 'permit']","['series ordinal', ['one']]",temporary  residence  permit,series ordinal  one,residence  permit
150,0,https://migri.fi/en/volunteering,You will volunteer through an organisation's volunteer programme.,['You'],subclass of,['volunteer'],"['of', [""organisation's""]]",volunteer,"of  ""organisations""",You
151,0,https://migri.fi/en/volunteering,The residence permit is issued as a temporary residence permit for a maximum period of one year 3.,"['residence', 'permit']",subclass of,"['temporary', 'residence', 'permit']","['of', ['year', '3.']]",temporary  residence  permit,of  year  3.,residence  permit
152,0,https://migri.fi/en/fast-track,You can be granted a residence permit in two weeks if you apply via the fast track service,['You'],instance of,"['residence', 'permit']","['of', ['fast', 'track', 'service']]",residence  permit,of  fast  track  service,You
153,0,https://migri.fi/en/fast-track,"You can fast-track your residence permit application and receive a decision in two weeks, if you are coming to Finland to work",['You'],instance of,"['residence', 'permit']","['of', ['Finland']]",residence  permit,of  Finland,You
154,0,https://migri.fi/en/fast-track,"If you apply for a D visa, you can travel to Finland immediately after a residence permit has been granted","['D', 'visa,']",subclass of,['permit'],"['of', ['Finland']]",permit,of  Finland,D  visa 
155,0,https://migri.fi/en/fast-track-for-startup-entrepreneur,You must obtain a positive Eligibility Statement from Business Finland before you can apply for a residence permit.,['You'],instance of,"['residence', 'permit.']","['of', ['Business', 'Finland']]",residence  permit.,of  Business  Finland,You
156,0,https://migri.fi/en/fast-track-for-family-member,You need to add the legalised attachments to your residence permit application in Enter Finland before you submit the application.,['You'],instance of,"['residence', 'permit']","['of', ['Enter', 'Finland']]",residence  permit,of  Enter  Finland,You
157,0,https://migri.fi/en/travel-documents,An alien’s passport and a refugee travel document are travel documents that may be issued to you by the Finnish Immigration Service to be used instead of the passport of your country of nationality.,"['a', 'refugee']",subclass of,['travel'],"['of', ['travel']]",travel,of  travel,a  refugee
158,0,https://migri.fi/en/travel-documents,"However, they are not official identity documents.","['they', 'are']",subclass of,[],"['of', ['are', 'not']]",,of  are  not,they  are
159,0,https://migri.fi/en/travel-documents,"If your alien's passport or refugee travel document has been issued on 21 August 2016 or later, it contains a microchip.",['microchip.'],instance of,"['refugee', 'travel', 'document']","['start time', ['21', 'August', '2016']]",refugee  travel  document,start time  21  August  2016,microchip.
160,0,https://migri.fi/en/travel-documents,"The chip stores the information contained in the travel document: a facial photo, personal data, information on the passport, and fingerprints of persons over 12 years of age.","['travel', 'document:']",subclass of,"['passport,']","['of', ['passport,']]",passport ,of  passport ,travel  document:
161,0,https://migri.fi/en/alien-s-passport,You will always get an alien's passport if:,['You'],subclass of,['passport'],"['of', [""alien's""]]",passport,"of  ""aliens""",You
162,0,https://migri.fi/en/alien-s-passport,You cannot get an alien’s passport in the following cases,['You'],subclass of,['passport'],"['of', ['alien’s']]",passport,of  alien’s,You
163,0,https://migri.fi/en/alien-s-passport,We will post the decision as a registered letter or with advice of delivery to the address that has been entered for you in the Population Information System of Finland.,"['Population', 'Information']",subclass of,['System'],"['of', ['Finland.']]",System,of  Finland.,Population  Information
164,0,https://migri.fi/en/refugee-travel-document,You can get a refugee travel document if you have been granted refugee status in Finland and your status has not been ended or revoked.,"['refugee', 'travel']",subclass of,['refugee'],"['of', ['Finland']]",refugee,of  Finland,refugee  travel
165,0,https://migri.fi/en/identity-not-verified,It does not matter if the period of validity of the original document has expired.,['It'],instance of,['document'],"['of', ['original']]",document,of  original,It
166,0,https://migri.fi/en/incomes-register,Our application forms and the Enter Finland online service tell you which information you need to provide.,['you'],subclass of,['application'],"['of', []]",application,of  ,you
167,0,https://migri.fi/en/incomes-register,"Employers must report paid wages, salaries, fees, fringe benefits, and travel expense allowances to the Incomes Register.",['Employers'],subclass of,['to'],"['of', []]",to,of  ,Employers
168,0,https://migri.fi/en/incomes-register,The information must be reported within five calendar days of the date of payment.,['payment.'],subclass of,['within'],"['of', []]",within,of  ,payment.
169,0,https://migri.fi/en/processing-of-applications,These pages contain information about applications and how they are processed:,[],award received,[],"['country', []]",,country  ,
170,0,https://migri.fi/en/applications,"On each page, you will find the requirements you must meet before applying, the application fee, a list of the necessary attachments, and a link to the application form itself.",['application'],instance of,['application'],"['of', ['form']]",application,of  form,application
171,0,https://migri.fi/en/faq-automation,"If discretion must be exercised, the requirement is directed to our specialist for examination.",['to'],shares border with,[],"['of', ['for']]",,of  for,to
172,0,https://migri.fi/en/faq-automation,"Now that the current legislation allows automated decisions, the Finnish Immigration Service will gradually start identifying standard cases in different permit processes in which automated decisions could be issued.",['Now'],instance of,"['legislation', 'allows']","['of', ['decisions,']]",legislation  allows,of  decisions ,Now
173,0,https://migri.fi/en/faq-automation,Standard cases are applications that in the authority’s estimation must always be decided on in the same way.,"['cases', 'are']",subclass of,"['decided', 'on', 'in']","['of', ['be']]",decided  on  in,of  be,cases  are
174,0,https://migri.fi/en/faq-automation,We started using automated decision-making in October 2023.,[],subclass of,[],"['of', ['We']]",,of  We,
175,0,https://migri.fi/en/faq-afghanistan,"When applying for your first residence permit, you must prove your identity at a Finnish mission abroad or at a service point of the Finnish Immigration Service in Finland.",['Finnish'],subclass of,"['residence', 'permit,']","['of', ['Finland.']]",residence  permit ,of  Finland.,Finnish
176,0,https://migri.fi/en/faq-afghanistan,"The Finnish Immigration Service cannot influence the decision as to which mission an applicant for a residence permit must visit, as this determination is made by the Ministry for Foreign Affairs of Finland.","['Finnish', 'Immigration', 'Service']",instance of,"['residence', 'permit']","['of', ['Finland.']]",residence  permit,of  Finland.,Finnish  Immigration  Service
177,0,https://migri.fi/en/faq-afghanistan,It is unfortunately not possible to submit a residence permit application by email.,['It'],instance of,"['residence', 'permit']","['of', ['email.']]",residence  permit,of  email.,It
178,0,https://migri.fi/en/faq-ukraine,The FAQ is updated as the situation develops.,"['FAQ', 'is']",subclass of,[],"['of', []]",,of  ,FAQ  is
179,0,https://migri.fi/en/faq-ukraine,The FAQ is updated as the situation develops.,[],instance of,[],"['of', []]",,of  ,
180,0,https://migri.fi/en/faq-ukraine,An application for temporary protection is free of charge.,['for'],part of,['free'],"['of', ['charge.']]",free,of  charge.,for
181,0,https://migri.fi/en/faq-ukraine,"You may also arrange accommodation yourself and stay with a friend or relative, for example.",['with'],subclass of,['stay'],"['of', []]",stay,of  ,with
182,0,https://migri.fi/en/faq-ukraine,"If your situation changes and you need accommodation, it will be provided for you at a reception centre that has beds available.",['If'],subclass of,['changes'],"['of', ['you']]",changes,of  you,If
183,0,https://migri.fi/en/faq-ukraine,Accommodation at the reception centre is organised so that you can be together with your family members.,['be'],instance of,['the'],"['series ordinal', ['Accommodation']]",the,series ordinal  Accommodation,be
184,0,https://migri.fi/en/faq-ukraine,"If you have any pets with you, notify the reception centre at which you are registered of this without delay.",['this'],subclass of,"['reception', 'centre']","['of', []]",reception  centre,of  ,this
185,0,https://migri.fi/en/faq-ukraine,"In order to apply earlier, you must have been granted a residence permit on the basis of temporary protection for at least one year.","['order', 'to', 'apply']",subclass of,"['the', 'basis']","['of', ['one']]",the  basis,of  one,order  to  apply
186,0,https://migri.fi/en/faq-ukraine,It is not currently possible to send residence permit cards to Ukraine.,['It'],instance of,"['residence', 'permit']","['of', ['Ukraine.']]",residence  permit,of  Ukraine.,It
187,0,https://migri.fi/en/faq-ukraine,Read more about certificates for seasonal work.,[],subclass of,[],"['of', ['for']]",,of  for,
188,0,https://migri.fi/en/faq-ukraine,Read more about certificates for seasonal work.,[],subclass of,[],"['of', ['for']]",,of  for,
189,0,https://migri.fi/en/faq-ukraine,"Yes, but the visa-free period begins on the date of arrival in Finland.",['Finland.'],subclass of,['in'],"['of', []]",in,of  ,Finland.
190,0,https://migri.fi/en/faq-ukraine,"If you apply for temporary protection before receiving a decision on your seasonal work application, you will not be granted a seasonal work permit.",['you'],subclass of,"['granted', 'a']","['of', ['decision']]",granted  a,of  decision,you
191,0,https://migri.fi/en/faq-ukraine,You have the right to work as soon as you register your application for temporary protection with the police or border authorities.,['You'],subclass of,['as'],"['of', ['temporary']]",as,of  temporary,You
192,0,https://migri.fi/en/faq-ukraine,Temporary protection can be granted to,['Temporary'],instance of,[],"['of', []]",,of  ,Temporary
193,0,https://migri.fi/en/faq-ukraine,You must inform your reception centre of your trip because travelling abroad can affect the reception services you receive.,['You'],subclass of,"['reception', 'centre']","['of', ['abroad']]",reception  centre,of  abroad,You
194,0,https://migri.fi/en/faq-ukraine,"When you are granted a residence permit on the basis of temporary protection in Finland, the Slovakian authorities will cancel your Slovakian temporary protection permit and the rights associated with it.",['Slovakian'],instance of,"['residence', 'permit']","['of', ['Finland,']]",residence  permit,of  Finland ,Slovakian
195,0,https://migri.fi/en/faq-ukraine,It is currently not possible to send residence permit cards to Ukraine.,['It'],instance of,"['residence', 'permit']","['of', ['Ukraine.']]",residence  permit,of  Ukraine.,It
196,0,https://migri.fi/en/faq-ukraine,"The availability of up-to-date country information, which is necessary in the decision-making process, is affected by the changes in the security situation in Ukraine.",['security'],instance of,"['situation', 'in']","['of', ['information,']]",situation  in,of  information ,security
197,0,https://migri.fi/en/faq-ukraine,"As of 3 March 2022, we have introduced a form on which we are asking transport organisers to provide preliminary information about all transportation arriving from Ukraine to Finland.",['Ukraine'],shares border with,['Finland.'],"['start time', ['3', 'March', '2022,']]",Finland.,start time  3  March  2022 ,Ukraine
198,0,https://migri.fi/en/faq-ukraine,"However, the number of people contacting us has decreased steadily in the past few months, and for that reason, the national-level coordination assignment of the Finnish Red Cross was ended on 31 August 2022.","['the', 'number']",subclass of,"['the', 'number']","['of', ['few']]",the  number,of  few,the  number
199,0,https://migri.fi/en/faq-ukraine,"However, the number of people contacting us has decreased steadily in the past few months, and for that reason, the national-level coordination assignment of the Finnish Red Cross was ended on 31 August 2022.",['Cross'],subclass of,"['the', 'number']","['of', ['few']]",the  number,of  few,Cross
200,0,https://migri.fi/en/faq-ukraine,THL’s data bank is a collection of health care instructions and materials in Ukrainian.,['THL’s'],headquarters location,"['data', 'bank']","['of', ['Ukrainian.']]",data  bank,of  Ukrainian.,THL’s
201,0,https://migri.fi/en/faq-situation-at-finland-s-eastern-border,Many applicants intend to first enter the territory of the European Union through Russia and then apply for asylum.,['Russia'],country,"['European', 'Union']","['series ordinal', ['first']]",European  Union,series ordinal  first,Russia
202,0,https://migri.fi/en/faq-situation-at-finland-s-eastern-border,Residence permit cards are delivered to Russia using a diplomatic courier of the Ministry for Foreign Affairs.,"['Residence', 'permit', 'cards']",subclass of,"['diplomatic', 'courier']","['of', ['Russia']]",diplomatic  courier,of  Russia,Residence  permit  cards
203,0,https://migri.fi/en/faq-situation-at-finland-s-eastern-border,Residence permit cards are delivered to Russia using a diplomatic courier of the Ministry for Foreign Affairs.,['cards'],subclass of,['Residence'],"['of', ['Russia']]",Residence,of  Russia,cards
204,0,https://migri.fi/en/faq-situation-at-finland-s-eastern-border,"As long as these diplomatic couriers can enter Russia, residence permit cards can be delivered to Russia.",['cards'],subclass of,"['residence', 'permit']","['of', ['Russia,']]",residence  permit,of  Russia ,cards
205,0,https://migri.fi/en/working-for-the-finnish-immigration-service,Below is a list of open positions at the Finnish Immigration Service.,[],instance of,[],"['of', []]",,of  ,
206,0,https://migri.fi/en/working-for-the-finnish-immigration-service,The job advertisements on Valtiolle.fi are mostly in Finnish.,['Finnish.'],subclass of,['in'],"['quantity', []]",in,quantity  ,Finnish.
207,0,https://migri.fi/en/operations-and-finances,The documents are available only in Finnish.,[],instance of,[],"['of', []]",,of  ,
208,0,https://migri.fi/en/projects,"EU Home Affairs Funds contribute to effective immigration management and a high level of security in the EU, as well as to supporting integrated border management and a common visa policy.","['EU', 'Home', 'Affairs']",headquarters location,['immigration'],"['of', ['EU,']]",immigration,of  EU ,EU  Home  Affairs
209,0,https://migri.fi/en/projects,"EU Home Affairs Funds contribute to effective immigration management and a high level of security in the EU, as well as to supporting integrated border management and a common visa policy.","['EU', 'Home', 'Affairs']",headquarters location,['visa'],"['of', ['EU,']]",visa,of  EU ,EU  Home  Affairs
210,0,https://migri.fi/en/projects,The project also includes the implementation of Frontex services in the Finnish returns system.,['Frontex'],subclass of,"['returns', 'system.']","['of', ['Finnish']]",returns  system.,of  Finnish,Frontex
211,0,https://migri.fi/en/projects,"Goals: The aim of the project is to improve the centres' preparedness for different types of incidents and emergencies, ensure the safety of their customers and staff, improve customer satisfaction and the efficient use of premises, and increase staff productivity.","['The', 'aim', 'of']",instance of,['satisfaction'],"['of', ['the']]",satisfaction,of  the,The  aim  of
212,0,https://migri.fi/en/division-of-tasks-in-immigration-affairs,Establishment and closure of reception centres: Finnish Immigration Service,"['and', 'closure']",subclass of,[],"['of', []]",,of  ,and  closure
213,0,https://migri.fi/en/ethical-reporting-channel,"If necessary, the persons processing the report may ask you for further information.",['for'],subclass of,['may'],"['of', ['report']]",may,of  report,for
214,0,https://migri.fi/en/data-protection,Personal data are data related to an identified or identifiable person.,"['Personal', 'data']",subclass of,['data'],"['of', ['person.']]",data,of  person.,Personal  data
215,0,https://migri.fi/en/data-protection,"In Finland, compliance with data protection legislation is supervised by the Office of the Data Protection Ombudsman.","['Data', 'Protection']",subclass of,['Ombudsman.'],"['of', ['Finland,']]",Ombudsman.,of  Finland ,Data  Protection
216,0,https://migri.fi/en/data-protection,"The Finnish Immigration Service and its reception centres and detention units process personal data in accordance with section 1, subsection 1, paragraphs 1, 2, 3, 4 and 5 of the Act on the Processing of Personal Data in the Immigration Administration (615/2020).","['Finnish', 'Immigration', 'Service']",instance of,['Immigration'],"['series ordinal', ['1,']]",Immigration,series ordinal  1 ,Finnish  Immigration  Service
217,0,https://migri.fi/en/data-protection,The Finnish Immigration Service does not use the information in the comments as a basis for its decisions.,['basis'],instance of,['comments'],"['of', []]",comments,of  ,basis
218,0,https://migri.fi/en/data-protection,"The Finnish Immigration Service also processes applications for residence permits, residence cards and residence cards for family members of Union citizens, as well as fingerprints taken for alien passports and travel documents for refugees.","['Finnish', 'Immigration', 'Service']",instance of,['residence'],"['of', ['Union']]",residence,of  Union,Finnish  Immigration  Service
219,0,https://migri.fi/en/data-protection,"The Finnish Immigration Service also processes the data stored in the case management system for immigration affairs for purposes other than the original purpose of processing, if the data are necessary for the performance of the statutory tasks of the Finnish Immigration Service, as separately provided by law.",['Immigration'],subclass of,['immigration'],"['of', ['Finnish']]",immigration,of  Finnish,Immigration
220,0,https://migri.fi/en/data-protection,"The Finnish Immigration Service also processes the data stored in the case management system for immigration affairs for purposes other than the original purpose of processing, if the data are necessary for the performance of the statutory tasks of the Finnish Immigration Service, as separately provided by law.","['management', 'system']",subclass of,['immigration'],"['of', ['Finnish']]",immigration,of  Finnish,management  system
221,0,https://migri.fi/en/data-protection,"The data may also be processed for the planning, organisation, implementation, statistics, monitoring and control of healthcare activities.","['statistics,']",subclass of,['also'],"['of', ['may']]",also,of  may,statistics 
222,0,https://migri.fi/en/data-protection,Data retention period: The data are kept in the database of the information systems for the time necessary for operations and reporting.,['Data'],subclass of,['database'],"['of', ['information', 'systems']]",database,of  information  systems,Data
223,0,https://migri.fi/en/data-protection,Privacy policy for customer and stakeholder communications and surveys (pdf),"['Privacy', 'policy']",subclass of,[],"['of', []]",,of  ,Privacy  policy
224,0,https://migri.fi/en/data-protection,"The management, persons responsible for reporting and system administrators have access to all personal data stored.","['all', 'personal']",instance of,"['The', 'management,']","['of', ['responsible']]",The  management ,of  responsible,all  personal
225,0,https://migri.fi/en/data-protection,Persons who have had a municipality of residence in Finland for a total of at least seven years are not included in the sample.,"['Persons', 'who']",subclass of,['residence'],"['of', ['in']]",residence,of  in,Persons  who
226,0,https://migri.fi/en/data-protection,The Finnish Immigration Service's contractual partners with whom the Finnish Immigration Service has agreed to process personal data in accordance with the requirements of the GDPR process personal data on behalf of the Finnish Immigration Service only for the specified processing purposes.,"['The', 'Finnish']",subclass of,"['Immigration', ""Service's""]","['of', ['whom']]","Immigration  ""Services""",of  whom,The  Finnish
227,0,https://migri.fi/en/data-protection,The Finnish Immigration Service's contractual partners with whom the Finnish Immigration Service has agreed to process personal data in accordance with the requirements of the GDPR process personal data on behalf of the Finnish Immigration Service only for the specified processing purposes.,"['The', 'Finnish']",subclass of,"[""Service's""]","['of', ['Finnish']]","""Services""",of  Finnish,The  Finnish
228,0,https://migri.fi/en/emn/en,"The website contains research reports conducted by the EMN, a list of all the ad hoc queries on migration issues made by the EU Members States through the network, and information on current events.",['The'],instance of,"['on', 'migration', 'issues']","['of', ['the']]",on  migration  issues,of  the,The
229,0,https://migri.fi/en/emn/en,The Commission then prepares a synthesis of the national reports.,['The'],instance of,['of'],"['of', ['then']]",of,of  then,The
230,0,https://migri.fi/en/emn/en,They get opportunities for networking both on national and international level.,['get'],headquarters location,['networking'],"['street number', ['opportunities', 'for']]",networking,street number  opportunities  for,get
231,0,https://migri.fi/en/organisation-and-contact-information,"Mikko Nyman, Head of Country Information","['Nyman,']",located on street,['Information'],"['street number', ['Head']]",Information,street number  Head,Nyman 
232,0,https://migri.fi/en/reports,The reports of the Country Information Service are overviews on the conditions in asylum seekers’ countries of origin.,['reports'],headquarters location,['Country'],"['street number', ['of']]",Country,street number  of,reports
233,0,https://migri.fi/en/tellus-electronic-database-for-country-of-origin-information,"Country of Origin Information (COI) is information about the political, human rights, legislative, and geographical situation in a country.","['is', 'information']",subclass of,"['political,']","['of', ['legislative,']]",political ,of  legislative ,is  information
234,0,https://migri.fi/en/detention-units,Finland has two detention units.,['detention'],country,['Finland'],"['quantity', ['two']]",Finland,quantity  two,detention
235,0,https://migri.fi/en/safe-use-of-online-services,We will never ask you for any personal information or other sensitive information in social media.,"['you', 'for']",subclass of,"['or', 'other']","['of', ['will', 'never', 'ask']]",or  other,of  will  never  ask,you  for
236,0,https://migri.fi/en/safe-use-of-online-services,"It is advisable to report any fraud, identity thefts and attempts to fraud to the police.",['It'],part of,"['attempts', 'to']","['of', ['any']]",attempts  to,of  any,It
237,0,https://migri.fi/en/rss-feeds,RSS stands for Really Simple Syndication or Rich Site Summary.,['RSS'],subclass of,['Syndication'],"['of', ['Rich', 'Site']]",Syndication,of  Rich  Site,RSS
238,0,https://migri.fi/en/using-the-statistical-service,"If the requirements for granting asylum are not met, the Finnish Immigration Service may grant a residence permit based on subsidiary protection.",['If'],headquarters location,['requirements'],"['start time', ['grant']]",requirements,start time  grant,If
239,0,https://migri.fi/en/using-the-statistical-service,"As of 16 May 2016, this type of international protection no longer exists due to an amendment to the Aliens Act.","['Aliens', 'Act.']",instance of,"['international', 'protection']","['end time', ['16', 'May', '2016,']]",international  protection,end time  16  May  2016 ,Aliens  Act.
240,0,https://migri.fi/en/using-the-statistical-service,"If an asylum seeker has submitted a separate residence permit application and a decision on that application has been made at the same time as on the asylum application, also the residence permit decision will be included in these statistics.","['residence', 'permit']",headquarters location,['will'],"['country', ['been']]",will,country  been,residence  permit
241,0,https://migri.fi/en/using-the-statistical-service,"The Finnish Immigration Service may choose to dismiss an asylum application and not process it if, for example, the asylum seeker has arrived to Finland from a safe country or if another country is responsible for the processing of the application.","['The', 'Finnish']",subclass of,"['may', 'choose']","['of', ['dismiss', 'an']]",may  choose,of  dismiss  an,The  Finnish
242,0,https://migri.fi/en/forecasts,The network’s operations are directed by an inter-administrative steering group consisting of different authorities.,[],headquarters location,['directed'],"['located in the administrative territorial entity', ['by']]",directed,located in the administrative territorial entity  by,
243,0,https://migri.fi/en/forecasts,There was a marked increase in the number of asylum applications submitted by Russian nationals after Russia declared a military mobilisation in autumn 2022.,['Russian'],shares border with,['Russia'],"['start time', ['autumn', '2022.']]",Russia,start time  autumn  2022.,Russian
244,0,https://migri.fi/en/forecasts,Number of students coming to Finland has considerably increased,['to'],position held,['Finland'],"['country', ['Number']]",Finland,country  Number,to
245,0,https://migri.fi/en/forecasts,"The substantial increase in the number of applications for a first work-based residence permit, which began in autumn 2021, stopped in late 2022.",['work-based'],instance of,"['residence', 'permit,']","['start time', ['late', '2022.']]",residence  permit ,start time  late  2022.,work-based
246,0,https://migri.fi/en/quota-refugee-statistics,A total of 1332 quota refugees arrived in Finland.,['A'],subclass of,[],"['of', ['Finland.']]",,of  Finland.,A
247,0,https://migri.fi/en/quota-refugee-statistics,A total of 891 quota refugees arrived in Finland.,['quota'],country,['Finland.'],"['quantity', ['891']]",Finland.,quantity  891,quota
248,0,https://migri.fi/en/quota-refugee-statistics,A total of 661 quota refugees arrived in Finland.,['quota'],country,['Finland.'],"['quantity', ['661']]",Finland.,quantity  661,quota
249,0,https://migri.fi/en/quota-refugee-statistics,A total of 606 quota refugees arrived in Finland.,['quota'],country,['Finland.'],"['quantity', ['606']]",Finland.,quantity  606,quota
