,Unnamed: 0,url,input_text,Entity1,Relationship,Entity2,Qualifiers,Entity1_cleaned,Entity2_cleaned,Qualifiers_cleaned
107,0,https://www.omnia.fi/en/blogs/olena-byelousova-aims-work-it-sector-labour-market-training-provides-good-path-employment,"One person from our group has been employed already and I am sure that I will also find a job”, Byelousova says.",['One'],significant event,"['our', 'group']","['start time', ['already', 'and', 'I']]",One,our  group,start time  already  and  I
108,0,https://www.omnia.fi/en/blogs/olena-byelousova-aims-work-it-sector-labour-market-training-provides-good-path-employment,"One person from our group has been employed already and I am sure that I will also find a job”, Byelousova says.",['One'],award received,['been'],"['start time', ['already', 'and', 'I']]",One,been,start time  already  and  I
109,0,https://www.omnia.fi/en/blogs/welcome-improved-adult-education-centre," We would like to welcome you all, familiar and new, Finnish- and foreign-speaking, to Espoo Adult Education Centre Omnia – together we build competence, life-long learning and well-being, and a bright future filled with opportunity!",['We'],headquarters location,['Espoo'],"['country', ['Finnish-']]",We,Espoo,country  Finnish-
110,0,https://www.omnia.fi/en/services/omnia-skills-centre-immigrants/omnia-skills-centre-oske-job-search-path," job advertisements applying for a job filling in a form work identity and recognition of own competence thoughts, mental images and resources social media writing a job application and CV preparing for an interview Finnish working culture.",['application'],subclass of,"['work', 'identity']","['of', ['Finnish', 'working', 'culture.']]",application,work  identity,of  Finnish  working  culture.
111,0,https://www.omnia.fi/en/services/omnia-skills-centre-immigrants/omnia-skills-centre-oske-job-search-path," job advertisements applying for a job filling in a form work identity and recognition of own competence thoughts, mental images and resources social media writing a job application and CV preparing for an interview Finnish working culture.",['application'],subclass of,['job'],"['of', ['Finnish']]",application,job,of  Finnish
112,0,https://www.omnia.fi/en/services/omnia-skills-centre-immigrants/omnia-skills-centre-oske-training-path,"Content of the training The training takes place in Leppävaara, Espoo and lasts approximately 5 months.","['Leppävaara,']",country,['Espoo'],"['located in the administrative territorial entity', ['Espoo']]",Leppävaara ,Espoo,located in the administrative territorial entity  Espoo
113,0,https://www.omnia.fi/en/services/omnia-skills-centre-immigrants/omnia-skills-centre-oske-training-path,Content of the profession-oriented studies: hygiene proficiency and hygiene passport promoting growth and participation professional ethics and obligation of confidentiality professional interaction supporting children’s growth and development in early childhood education changes caused by ageing supporting elderly clients with daily activities.,['participation'],instance of,"['ethics', 'and']","['of', ['confidentiality']]",participation,ethics  and,of  confidentiality
114,0,https://www.omnia.fi/en/services/omnia-skills-centre-immigrants/omnia-skills-centre-oske-training-path,Working life in Finland: working life language situations and vocabulary professional language situations and vocabulary.,"['Working', 'life']",subclass of,['language'],"['of', ['Finland:']]",Working  life,language,of  Finland:
115,0,https://www.omnia.fi/en/services/omnia-skills-centre-immigrants/omnia-skills-centre-oske-training-path,Working life in Finland: working life language situations and vocabulary professional language situations and vocabulary.,"['Working', 'life']",subclass of,"['professional', 'language']","['of', ['Finland:']]",Working  life,professional  language,of  Finland:
116,0,https://www.omnia.fi/en/services/omnia-skills-centre-immigrants/omnia-skills-centre-oske-training-path,"You can become, for example, a pot washer, kitchen assistant, lunch chef, cafe worker, barber-hairdresser, waiter, shelf filler or mail carrier.",['You'],instance of,"['lunch', 'chef,']","['of', ['shelf', 'filler']]",You,lunch  chef ,of  shelf  filler
117,0,https://www.omnia.fi/en/educations/manu-education-immigrant-youth,"The school employs two Finnish language teachers, a school social worker, a guidance counsellor and a kitchen teacher.",['teacher.'],instance of,[],"['of', []]",teacher.,,of  
118,0,https://www.omnia.fi/en/educations/manu-education-immigrant-youth,"The aim is to learn, among other things, enough Finnish so that you can apply for further studies or jobs during your training.",['that'],instance of,"['can', 'apply']","['of', ['studies']]",that,can  apply,of  studies
119,0,https://www.omnia.fi/en/services/infoomnia-support-and-counseling-services/customer-service-adult-education-centre,The customer service of the adult education centre provides information about the courses of the adult education centre receives course enrolments and cancellations handles the invoicing of courses and invoicing customer service.,"['adult', 'education', 'centre']",subclass of,"['course', 'enrolments']","['of', ['adult', 'education', 'centre']]",adult  education  centre,course  enrolments,of  adult  education  centre
120,0,https://www.omnia.fi/en/blogs/enhancing-quality-and-effectiveness-vocational-education-and-training-vet-system-republic-moldova,The website is a material and information repository and is publicly open platform to visit and use.,"['website', 'is', 'a']",instance of,[],"['start time', ['repository', 'and', 'is']]",website  is  a,,start time  repository  and  is
121,0,https://www.omnia.fi/en/news/ukrainian-ambassadors-christmas-greeting-omnia-we-are-driven-same-purpose," The ambassador thanks Omnia and its people.– We live a common everyday life, we support each other, we work for a better future, Olga Dibrova mentions in her speech.","['Olga', 'Dibrova']",position held,['ambassador'],"['of', ['Omnia']]",Olga  Dibrova,ambassador,of  Omnia
122,0,https://www.omnia.fi/en/news/meta-coin-kick-seminar-gathered-project-partners-seven-countries, Omnia hosted a kick-off seminar of META Coin: META-COmpetences for INternational Working Environment project last week with participants from seven different countries.,"['META', 'Coin:']",part of,"['INternational', 'Working', 'Environment', 'project']","['quantity', ['seven']]",META  Coin:,INternational  Working  Environment  project,quantity  seven
123,0,https://www.omnia.fi/en/news/meta-coin-kick-seminar-gathered-project-partners-seven-countries,"Satu Järvinen, CEO of SafariSkills pointed out at the seminar some of the future meta skills needed in the diversifying working life.","['Satu', 'Järvinen,']",position held,['CEO'],"['of', ['SafariSkills']]",Satu  Järvinen ,CEO,of  SafariSkills
124,0,https://www.omnia.fi/en/news/student-newsletter-omnis-112023,"The survey will be open until 15 December 2023 and is conducted as a part of the ""Vital City Regions"" project, which explores the multi-locality of living and working in Finland.","['City', 'Regions""']",country,['Finland.'],"['start time', ['15', 'December', '2023']]","City  Regions""",Finland.,start time  15  December  2023
125,0,https://www.omnia.fi/en/news/student-newsletter-omnis-112023,It will take approximately 10 minutes to complete the survey.,['It'],instance of,['survey.'],"['quantity', ['approximately', '10', 'minutes']]",It,survey.,quantity  approximately  10  minutes
126,0,https://www.omnia.fi/en/news/student-newsletter-omnis-112023, 19 year old Salar Sharifi completes the comprehensive school curriculum at Omnia in basic eduaction for adults.,['Sharifi'],part of,['school'],"['applies to part', ['Omnia']]",Sharifi,school,applies to part  Omnia
127,0,https://www.omnia.fi/en/news/student-newsletter-omnis-112023,"Sharifi, who enjoys Thaiboxing, moved from Afghanistan to Finland without the rest of his family and settled in Espoo.","['Thaiboxing,']",location,['Espoo.'],"['country', ['Finland']]",Thaiboxing ,Espoo.,country  Finland
128,0,https://www.omnia.fi/en/news/student-newsletter-omnis-112023,His goal is to study at university and work in sports.,['His'],educated at,['university'],"['academic major', ['sports.']]",His,university,academic major  sports.
129,0,https://www.omnia.fi/en/news/student-newsletter-omnis-112023,"Joululahjavalvojaiset - Christmas gift workshops (more information in Finnish, small fee for materials)",['Joululahjavalvojaiset'],instance of,"['gift', 'workshops']","['of', ['Finnish,']]",Joululahjavalvojaiset,gift  workshops,of  Finnish 
130,0,https://www.omnia.fi/en/news/student-newsletter-omnis-122023, Holiday for Omnia's students begins on the 22nd of December and the spring semester begins on the 8th of January 2024.See below the links to the video greetings from Omnia's General Director Tuula Antola and Ukrainian Ambassador Olga Dibrova.,"[""Omnia's""]",chairperson,"['Tuula', 'Antola']","['start time', ['the', '8th', 'of', 'January', '2024.See']]","""Omnias""",Tuula  Antola,start time  the  8th  of  January  2024.See
131,0,https://www.omnia.fi/en/news/student-newsletter-omnis-122023," Väinö Multamäki studying to become a cook, and went for the election candidacy to be influence youth related issues in Espoo region.",['Multamäki'],located in the administrative territorial entity,['Espoo'],"['located in the administrative territorial entity', ['region.']]",Multamäki,Espoo,located in the administrative territorial entity  region.
132,0,https://www.omnia.fi/en/news/student-newsletter-omnis-102023,He is currently completing an upper secondary vocational qualification in information and communication technology at Omnia and running his company.,['technology'],instance of,"['vocational', 'qualification']","['of', ['at']]",technology,vocational  qualification,of  at
133,0,https://www.omnia.fi/en/news/omnia-makerspace-playground-adults-inspired-future,"Prior to the covid-19 pandemic, some morning coffee sessions were arranged for start-ups and students.",['Prior'],subclass of,"['pandemic,', 'some']","['of', ['coffee']]",Prior,pandemic   some,of  coffee
134,0,https://www.omnia.fi/en/news/omnia-makerspace-playground-adults-inspired-future,”Several students have also been employed at A Grid companies since the beginning.,['”Several'],employer,"['A', 'Grid', 'companies']","['start time', ['the', 'beginning.']]",”Several,A  Grid  companies,start time  the  beginning.
135,0,https://www.omnia.fi/en/news/omnia-makerspace-playground-adults-inspired-future,Mukul Saklani from InnoEdu emphasised the importance of cooperation with the educational institutions.,"['Mukul', 'Saklani']",subclass of,['importance'],"['of', ['InnoEdu']]",Mukul  Saklani,importance,of  InnoEdu
136,0,https://www.omnia.fi/en/news/omnia-makerspace-playground-adults-inspired-future,"Its mission is to make high-quality learning possible for everyone, regardless of their place of residence.",['Its'],subclass of,['learning'],"['of', ['everyone,']]",Its,learning,of  everyone 
137,0,https://www.omnia.fi/en/news/omnia-makerspace-playground-adults-inspired-future,InnoEdu was founded five years ago and it operated as a part of Makerspace for three years.,['InnoEdu'],part of,['Makerspace'],"['end time', ['three']]",InnoEdu,Makerspace,end time  three
138,0,https://www.omnia.fi/en/news/omnia-makerspace-playground-adults-inspired-future,InnoEdu also provides work-based learning periods for Omnia's students.,['InnoEdu'],subclass of,['learning'],"['of', [""Omnia's""]]",InnoEdu,learning,"of  ""Omnias"""
139,0,https://www.omnia.fi/en/news/omnia-makerspace-playground-adults-inspired-future,"Text: Milla Granlund, translated by Milka Mantsinen Photos: Esko Lius",['Milla'],part of,"['Granlund,']","['together with', ['Lius']]",Milla,Granlund ,together with  Lius
140,0,https://www.omnia.fi/en/news/international-seminar-provides-view-versatility-vet-excellence," Mervi Jansson, CEO of Omnia Education Partnership, describes the seminar as a platform to share research results and the recently developed VET excellence model.","['Mervi', 'Jansson,']",position held,['CEO'],"['of', ['Omnia', 'Education', 'Partnership,']]",Mervi  Jansson ,CEO,of  Omnia  Education  Partnership 
141,0,https://www.omnia.fi/en/news/international-seminar-provides-view-versatility-vet-excellence,"In the panel discussion, the future of the excellence is addressed by Hanna Autere, Counsellor or Education from EDUFI, Tiina Immonen, CEO of Mercuria, Aape Pohjavirta, Founder and President of Funzi and Mikko Valtonen, Senior Advisor at Finnish Chamber of Commerce.","['Tiina', 'Immonen,']",position held,['CEO'],"['of', ['Mercuria,']]",Tiina  Immonen ,CEO,of  Mercuria 
142,0,https://www.omnia.fi/en/news/international-seminar-provides-view-versatility-vet-excellence,"In the panel discussion, the future of the excellence is addressed by Hanna Autere, Counsellor or Education from EDUFI, Tiina Immonen, CEO of Mercuria, Aape Pohjavirta, Founder and President of Funzi and Mikko Valtonen, Senior Advisor at Finnish Chamber of Commerce.","['Aape', 'Pohjavirta,']",position held,['CEO'],"['of', ['Mercuria,']]",Aape  Pohjavirta ,CEO,of  Mercuria 
143,0,https://www.omnia.fi/en/news/healthy-future-project-coordinated-omnia-has-been-included-final-report-data-collection-and-analysis,The Healthy food choices for a sustainable future – Healthy Future project was a KA2 development project for the food service industry with an implementation period of 1.9.2016–31.10.2018.,"['food', 'choices']",part of,"['KA2', 'development']","['of', ['food', 'service', 'industry']]",food  choices,KA2  development,of  food  service  industry
144,0,https://www.omnia.fi/en/news/healthy-future-project-coordinated-omnia-has-been-included-final-report-data-collection-and-analysis,The Healthy food choices for a sustainable future – Healthy Future project was a KA2 development project for the food service industry with an implementation period of 1.9.2016–31.10.2018.,['Future'],instance of,['development'],"['of', ['service']]",Future,development,of  service
145,0,https://www.omnia.fi/en/news/healthy-future-project-coordinated-omnia-has-been-included-final-report-data-collection-and-analysis,"This meant working with vegetable-enhanced diet and networking between culinary vocational schools and colleges and working life representatives in the fields of health, tourism & catering and environmental technologies in Finland, Croatia and Italy.",['Croatia'],shares border with,['Italy.'],"['statement is subject of', ['culinary']]",Croatia,Italy.,statement is subject of  culinary
146,0,https://www.omnia.fi/en/news/omnia-skills-centre-nominated-promising-and-innovative-practice-tvet,"New networks Kati Valtonen, Omnia’s Service Manager, states that participating in the project opened new possibilities and networks for Omnia.","['Kati', 'Valtonen,']",occupation,"['Service', 'Manager,']","['of', ['Omnia’s']]",Kati  Valtonen ,Service  Manager ,of  Omnia’s
147,0,https://www.omnia.fi/en/news/omnia-skills-centre-nominated-promising-and-innovative-practice-tvet,"Teemu Haapalehto, Manager of Immigration Affairs at Espoo City, emphasises the role of Omnia’s Skills Centre in skills development and employment.","['Teemu', 'Haapalehto,']",position held,['Immigration'],"['of', ['Espoo', 'City,']]",Teemu  Haapalehto ,Immigration,of  Espoo  City 
148,0,https://www.omnia.fi/en/news/omnia-skills-centre-nominated-promising-and-innovative-practice-tvet,"Focus on the Client Sirkka Wiman, Service Director from Omnia, is also pleased with the cooperation and its results.","['Sirkka', 'Wiman,']",position held,"['Service', 'Director']","['of', ['Omnia,']]",Sirkka  Wiman ,Service  Director,of  Omnia 
149,0,https://www.omnia.fi/en/news/omnia-skills-centre-nominated-promising-and-innovative-practice-tvet,Omnia has been a member of Unevoc network since 2013.,['Omnia'],member of,"['Unevoc', 'network']","['start time', ['2013.']]",Omnia,Unevoc  network,start time  2013.
150,0,https://www.omnia.fi/en/services/career-counselling-services,"Book an appointment for career counselling at InfoOmnia Career counselling analyses your interests, skills and strengths when considering a career or future path.",['Career'],subclass of,['counselling'],"['of', ['InfoOmnia']]",Career,counselling,of  InfoOmnia
151,0,https://www.omnia.fi/en/services/omniashop-sustainability-store,"We use responsibility criteria to ensure that every product or service on our shelves saves natural resources, is easy to recycle or is ethically good.",['criteria'],part of,['We'],"['of', ['natural']]",criteria,We,of  natural
152,0,https://www.omnia.fi/en/services/omniashop-sustainability-store,"We use responsibility criteria to ensure that every product or service on our shelves saves natural resources, is easy to recycle or is ethically good.",['criteria'],subclass of,['responsibility'],"['of', ['natural']]",criteria,responsibility,of  natural
153,0,https://www.omnia.fi/en/services/omniashop-sustainability-store,"OmniaShop is also a learning environment where students practise customer service and marketing, among other skills.",['OmniaShop'],subclass of,"['learning', 'environment']","['of', ['marketing,']]",OmniaShop,learning  environment,of  marketing 
154,0,https://www.omnia.fi/en/services/omniashop-sustainability-store,"We are pleased to cooperate with companies, organisations and associations.",['We'],instance of,['associations.'],"['of', []]",We,associations.,of  
155,0,https://www.omnia.fi/en/services/international-services-vocational-students/gaining-international-experience-finland,"In training, students from different study fields get to know each other and create new networks.",['In'],subclass of,"['know', 'each']","['of', ['from']]",In,know  each,of  from
156,0,https://www.omnia.fi/en/services/international-services-vocational-students/gaining-international-experience-finland,This unit of 15 competence points is implemented in jobs in one's own field by working in an international company either abroad or at home.,"['competence', 'points']",part of,"['international', 'company']","['quantity', ['15']]",competence  points,international  company,quantity  15
157,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,Attach a free-form application letter saved in pdf format.,['Attach'],instance of,"['application', 'letter']","['of', ['pdf', 'format.']]",Attach,application  letter,of  pdf  format.
158,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,One guardian) must visit Wilma to approve your application before your responsible teacher can process it.A freely formulated cover letterWrite it in English or in the language of your target country and attach it to your application in Wilma.,['Wilma'],headquarters location,['Wilma.'],"['country', ['country']]",Wilma,Wilma.,country  country
159,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,At least one competence demonstration must have been performed during the studies in Omnia and at least one learning at work period has to be fulfilled in Finland.,['Omnia'],subclass of,['competence'],"['quantity', ['least', 'one']]",Omnia,competence,quantity  least  one
160,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,"The students, who do not have former studies before starting their studies at Omnia after the comprehensive school, have to participate in international preparation.","['have', 'former']",subclass of,['have'],"['series ordinal', ['starting']]",have  former,have,series ordinal  starting
161,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,"In case you are entitled to a free lunch at Omnia, you will also be entitled to a food allowance for your international period during your whole stay abroad (including Saturdays and Sundays and the travelling days).","['Omnia,']",subclass of,"['food', 'allowance']","['of', ['abroad']]",Omnia ,food  allowance,of  abroad
162,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,It is however normally possible to buy extra days even for this kind of insurances.,"['even', 'for']",subclass of,[],"['of', ['is']]",even  for,,of  is
163,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,The first one will be submitted to the EU and the other to Omnia.,['Omnia.'],country,['EU'],"['series ordinal', ['first']]",Omnia.,EU,series ordinal  first
164,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,The travel report can be either a blog (which is the preferred mode) or PDF report.,"['travel', 'report']",instance of,['blog'],"['of', ['PDF']]",travel  report,blog,of  PDF
165,0,https://www.omnia.fi/en/services/international-services-vocational-students/applying-international-learning-work-period,"After your learning at work period, you will receive an email from the financier with the subject: Eu corporate notification.","['period,']",subclass of,"['corporate', 'notification.']","['of', ['Eu']]",period ,corporate  notification.,of  Eu
166,0,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/health-status-and-functional-capacity-sora-legislation,Such a weakness of vision or hearing that cannot be corrected with assistive devices.,['Such'],instance of,"['or', 'hearing']","['of', ['vision']]",Such,or  hearing,of  vision
167,0,https://www.omnia.fi/en/study-options/upper-secondary-vocational-qualifications/health-status-and-functional-capacity-sora-legislation,You can check the degree-specific health requirements (opintopolku.fi) (In Finnish).,['requirements'],subclass of,"['(opintopolku.fi)', '(In']","['of', []]",requirements,(opintopolku.fi)  (In,of  
168,0,https://www.omnia.fi/en/educations/practical-nurse, Practical nurse is a profession for people who want to help and care about others.,"['is', 'a', 'profession']",subclass of,"['and', 'care']","['of', ['help']]",is  a  profession,and  care,of  help
169,0,https://www.omnia.fi/en/educations/practical-nurse,"Omnia is a naturally multicultural study environment, which shows as a richness in studies.",['Omnia'],instance of,"['study', 'environment,']","['of', ['multicultural']]",Omnia,study  environment ,of  multicultural
170,0,https://www.omnia.fi/en/educations/practical-nurse,Read more about the language requirements.Guidance discussions for English qualificationsYou will be invited to a personal guidance discussion if you have achieved the required language levels for Finnish and English.,['Finnish'],subclass of,['language'],"['of', ['English.']]",Finnish,language,of  English.
171,0,https://www.omnia.fi/en/news/espoo-adult-education-centre-newsletter-1712024,Other respondent groups are staff members and stakeholders.Your point of view is very important.,['staff'],instance of,[],"['of', []]",staff,,of  
172,0,https://www.omnia.fi/en/news/espoo-adult-education-centre-newsletter-1712024,"We are looking forward your feedback by January 31, 2024.The survey is carried out by T-Media Oy on the behalf of Omnia.",[],instance of,"['behalf', 'of']","['of', ['is']]",,behalf  of,of  is
173,0,https://www.omnia.fi/en/news/omnia-supports-ukraine-through-educational-cooperation,"""For example, a personal study plan is a completely new thing for the Ukrainian education system in vocational education.","['study', 'plan']",subclass of,"['education', 'system']","['of', ['Ukrainian']]",study  plan,education  system,of  Ukrainian
174,0,https://www.omnia.fi/en/news/omnia-supports-ukraine-through-educational-cooperation,"""For example, a personal study plan is a completely new thing for the Ukrainian education system in vocational education.","['study', 'plan']",subclass of,['education'],"['of', ['education.']]",study  plan,education,of  education.
175,0,https://www.omnia.fi/en/services/study-counselling-finnish-language-espoo-adult-education-centre,This service is for you if you are looking for a suitable Finnish language course in Espoo you do not know which course or level of course is right for you you need more information about the course content you want tips for learning Finnish.,['for'],subclass of,['a'],"['of', ['in']]",for,a,of  in
176,0,https://www.omnia.fi/en/services/study-counselling-finnish-language-espoo-adult-education-centre," The language house is a counseling session that is held once a week from January 10th to May 29th, 2024 (excluding February 21st) on Wednesdays from 14–15.45.","['The', 'language', 'house']",part of,"['counseling', 'session']","['end time', ['May', '29th,', '2024']]",The  language  house,counseling  session,end time  May  29th   2024
177,0,https://www.omnia.fi/en/educations/national-certificates-language-proficiency-yki,Language proficiency at Advanced/Proficient level gets you an official certificate at levels 5 to 6 (C1 to C2).,"['you', 'an']",subclass of,"['(C1', 'to']","['of', []]",you  an,(C1  to,of  
178,0,https://www.omnia.fi/en/services/library/library-workspaces-and-equipment,"They are not reserved in advance, and you can go directly to any available computer.",['They'],subclass of,['computer.'],"['of', ['computer.']]",They,computer.,of  computer.
179,0,https://www.omnia.fi/en/services/it-helpdesk/user-regulations-information-network-and-systems,"If the workstation is left unattended, the user must log out or lock the device to prevent unauthorised access to the workstation.",['workstation'],subclass of,['log'],"['of', ['workstation.']]",workstation,log,of  workstation.
180,0,https://www.omnia.fi/en/services/it-helpdesk/user-regulations-information-network-and-systems,"Omnia's OneDrive, Teams and Sharepoint environments can be used to store information.","[""Omnia's""]",instance of,[],"['of', ['be']]","""Omnias""",,of  be
181,0,https://www.omnia.fi/en/services/it-helpdesk/user-regulations-information-network-and-systems,A wireless (wlan) network and a separately marked connection point (the RJ45 box) are reserved for personal devices and visitors' devices.,['A'],subclass of,['connection'],"['of', ['personal']]",A,connection,of  personal
182,0,https://www.omnia.fi/en/services/it-helpdesk/user-regulations-information-network-and-systems,"The user support provided by Omnia is only available for Omnia’s devices, not the users’ own devices.",['Omnia'],subclass of,"['user', 'support']","['of', ['Omnia’s']]",Omnia,user  support,of  Omnia’s
183,0,https://www.omnia.fi/en/omnias-student-pages/information-new-vocational-students,"student number, and a temporary password by email closer to the start of their studies.",['student'],subclass of,['password'],"['of', ['email']]",student,password,of  email
184,0,https://www.omnia.fi/en/omnias-student-pages/information-new-vocational-students,Study aptitude identification form is used to map your study aptitude.,"['Study', 'aptitude']",subclass of,"['identification', 'form']","['of', ['study', 'aptitude.']]",Study  aptitude,identification  form,of  study  aptitude.
185,0,https://www.omnia.fi/en/omnias-student-pages/information-new-vocational-students,Study guidance gives advice in study related situations Special education provides support in the progress of the learning process Student health care provides support in situations related to health and health services The curator helps and advises in various life situations A psychologist supports psychological well-being See all support and guidance services for students(in Finnish).,"['Special', 'education']",subclass of,"['Student', 'health', 'care']","['of', ['Finnish).']]",Special  education,Student  health  care,of  Finnish).
186,0,https://www.omnia.fi/en/omnias-student-pages/information-new-vocational-students,Study guidance gives advice in study related situations Special education provides support in the progress of the learning process Student health care provides support in situations related to health and health services The curator helps and advises in various life situations A psychologist supports psychological well-being See all support and guidance services for students(in Finnish).,"['Special', 'education']",subclass of,['curator'],"['of', ['Finnish).']]",Special  education,curator,of  Finnish).
187,0,https://www.omnia.fi/en/omnias-student-pages/information-new-vocational-students,Learn more about student benefits (in Finnish).,['more'],subclass of,"['student', 'benefits']","['of', ['Finnish).']]",more,student  benefits,of  Finnish).
188,0,https://www.omnia.fi/en/services/student-restaurants/special-diets,Note that the special diet notification form is in Finnish.,"['diet', 'notification']",subclass of,['form'],"['of', ['Finnish.']]",diet  notification,form,of  Finnish.
189,0,https://www.omnia.fi/en/services/student-restaurants/special-diets," Dairy, egg, wheat, fish and nuts are the most common causes of severe allergic reactions.","['egg,', 'wheat,']",subclass of,['allergic'],"['of', ['wheat,', 'fish']]",egg   wheat ,allergic,of  wheat   fish
190,0,https://www.omnia.fi/en/services/student-restaurants/special-diets,No medical certificate is required for a vegetarian diet.,[],instance of,"['for', 'a', 'vegetarian']","['start time', []]",,for  a  vegetarian,start time  
191,0,https://www.omnia.fi/en/services/student-restaurants/special-diets,"In the case of religion-based diets, pork, beef or blood products are primarily replaced with the lacto-ovo vegetarian diet.","['or', 'blood']",subclass of,['diet.'],"['of', ['diet.']]",or  blood,diet.,of  diet.
192,0,https://www.omnia.fi/en/services/student-restaurants/special-diets, Milk products containing lactose will be replaced with low-lactose or lactose-free products.,['Milk'],subclass of,['replaced'],"['of', ['be']]",Milk,replaced,of  be
193,0,https://www.omnia.fi/en/services/student-restaurants/special-diets,"In many cases, vegetables and fruit causing mild symptoms can be eaten cooked without any problems.",['In'],subclass of,['fruit'],"['of', ['and']]",In,fruit,of  and
194,0,https://www.omnia.fi/en/services/restaurant-henricus, Order lunchPlease order your lunch via email to henricus@omnia.fi by 10.00 on the day of pickup.,['Order'],instance of,[],"['of', ['pickup.']]",Order,,of  pickup.
195,0,https://www.omnia.fi/en/services/restaurant-henricus,"Starter and dessert are served from the buffet.Monday & TuesdayVegan spinach pancakes, organic butterbean puree, grilled butternut squash and lingonberry jamPan-fried Baltic herring, dill and cream potatoes, green beansWednesday & ThursdayVegan Vorschmack, pickled cucumber, steamed potatoes and beetroot saladPork saltimbocca, creamy polenta, grilled zucchini and tomato sauceFridayRestaurant is closed due the staff education day.",['Starter'],instance of,['organic'],"['of', ['pancakes,']]",Starter,organic,of  pancakes 
196,0,https://www.omnia.fi/en/educations/literacy-training," In literacy training, you will learn basic vocabulary of the Finnish language, practice oral language use situations and learn to read and write in the Latin alphabet.",['Finnish'],subclass of,['literacy'],"['of', ['Latin']]",Finnish,literacy,of  Latin
197,0,https://www.omnia.fi/en/educations/literacy-training,"Literacy training is a good fit for you, if you are an adult immigrant your integration period is ongoing you cannot read and write in your own language, or you do not know the letters of the Finnish language.",['Literacy'],subclass of,['immigrant'],"['of', ['Finnish', 'language.']]",Literacy,immigrant,of  Finnish  language.
198,0,https://www.omnia.fi/en/educations/literacy-training,"Content of the training In literacy training, you learn basic vocabulary of the Finnish language, practise oral language use situations, and learn to read and write in the Latin alphabet.",['Finnish'],subclass of,['literacy'],"['of', ['Latin']]",Finnish,literacy,of  Latin
199,0,https://www.omnia.fi/en/study-options/sportomnia-sport-educational-institution/applying-athletes-dual-career,Read more about applying for an athlete's dual career in our website in Finnish or ask more information in InfoOmnia or from Petra Sillanpää.,"['Petra', 'Sillanpää.']",award received,['InfoOmnia'],"['country', ['Finnish']]",Petra  Sillanpää.,InfoOmnia,country  Finnish
200,0,https://migri.fi/en/first-residence-permit,You will find the application form at the bottom of the application page of each residence permit.,"['application', 'form']",subclass of,"['residence', 'permit.']","['of', ['You']]",application  form,residence  permit.,of  You
201,0,https://migri.fi/en/first-residence-permit,"Pay for your application in the online service Enter Finland, at a Finnish mission (embassy or consulate) or at a service point of the Finnish Immigration Service.","['Finland,']",shares border with,"['Immigration', 'Service.']","['of', ['Finnish']]",Finland ,Immigration  Service.,of  Finnish
202,0,https://migri.fi/en/first-residence-permit,Read what happens after you have applied.,['Read'],instance of,"['you', 'have']","['of', []]",Read,you  have,of  
203,0,https://migri.fi/en/first-residence-permit,Check the estimated processing time of your application.,"['the', 'estimated']",subclass of,[],"['of', []]",the  estimated,,of  
204,0,https://migri.fi/en/first-residence-permit,You can follow the processing of your application with the help of our chatbot Kamu.,['Kamu.'],subclass of,['chatbot'],"['of', ['You']]",Kamu.,chatbot,of  You
205,0,https://migri.fi/en/coming-to-finland-for-work,"You can fast-track your residence permit application, if you are coming to Finland to work",['You'],instance of,"['residence', 'permit']","['of', ['Finland']]",You,residence  permit,of  Finland
206,0,https://migri.fi/en/residence-permit-for-an-employed-person,The D visa allows you to travel to Finland immediately after you have been issued with a residence permit and a D visa sticker has been attached to your passport.,"['D', 'visa']",subclass of,"['residence', 'permit']","['of', ['Finland']]",D  visa,residence  permit,of  Finland
207,0,https://migri.fi/en/residence-permit-for-an-employed-person,The D visa allows you to travel to Finland immediately after you have been issued with a residence permit and a D visa sticker has been attached to your passport.,"['D', 'visa']",instance of,"['residence', 'permit']","['of', ['Finland']]",D  visa,residence  permit,of  Finland
208,0,https://migri.fi/en/residence-permit-for-an-employed-person,"After you have submitted your application in Enter Finland, your employer must add your terms of employment and other required documents to your application using Enter Finland for Employers.",['Enter'],subclass of,['employer'],"['of', ['Finland']]",Enter,employer,of  Finland
209,0,https://migri.fi/en/entrepreneur,You are an entrepreneur if you are,['You'],subclass of,['entrepreneur'],"['of', ['you']]",You,entrepreneur,of  you
210,0,https://migri.fi/en/entrepreneur,"First, a Centre for Economic Development, Transport and the Environment (ELY Centre) will make a partial decision.",['Centre)'],instance of,['Centre'],"['series ordinal', ['First,']]",Centre),Centre,series ordinal  First 
